member_id,tier,enrollment_date,tenure_days,primary_hub,days_since_last_booking,bookings_last_90d,bookings_last_180d,bookings_last_365d,total_bookings_lifetime,avg_fare,total_spend_lifetime,fare_class_most_common,pct_discount_fares,unique_routes_lifetime,route_diversity_score,pct_bookings_summer,pct_bookings_holiday,points_balance,points_earned_last_90d,points_earning_velocity,redemption_gap_days,points_redeemed_last_365d,points_expiring_soon,complaints_last_365d,support_tickets_open,avg_support_csat,promos_sent_last_180d,promos_redeemed_last_180d,promo_response_rate,app_logins_last_90d,email_open_rate,recency_score,frequency_score,monetary_score,rfm_score,churn_label
TB000606,Blue,2015-02-13,4210,BOS,48,0,1,1,11,293.93,3053.65,Blue,0.395,5,0.455,0.428,0.162,12621,1700,18.89,368,3629,0,1,0,4.22,1,1,0.593,8,0.306,94.7,12,30.5,45.7,0
TB000607,Mosaic,2025-07-13,407,MCO,270,2,2,3,10,242.09,2723.13,Blue Basic,0.368,3,0.3,0.357,0.15,2732,1308,14.53,167,8533,0,0,0,4.43,8,3,0.417,7,0.058,70.0,36,27.2,44.4,1
TB000608,Blue Plus,2017-02-24,3468,BOS,28,1,1,1,7,254.69,1840.02,Blue Extra,0.098,4,0.571,0.0,0.195,7072,115,1.28,237,1614,0,1,0,3.7,7,3,0.465,13,0.133,96.9,12,18.4,42.4,0
TB000609,Blue Plus,2026-01-24,212,BOS,186,2,4,4,9,281.73,2594.38,Blue Extra,0.244,6,0.667,0.338,0.147,27631,1602,17.8,55,10796,0,0,0,4.15,6,2,0.267,33,0.316,79.3,48,25.9,51.1,0
TB000610,Blue,2023-06-21,1160,FLL,46,0,2,4,8,164.33,1174.49,Blue Basic,0.269,1,0.125,0.281,0.17,17653,3844,42.71,125,0,0,0,0,4.81,2,1,0.317,2,0.204,94.9,48,11.7,51.5,0
TB000611,Blue Plus,2018-10-16,2869,JFK,278,0,2,4,12,300.52,3690.6,Blue Basic,0.388,3,0.25,0.344,0.135,12014,1379,15.32,107,18029,0,0,0,3.67,8,2,0.196,12,0.543,69.1,48,36.9,51.3,1
TB000612,Blue,2022-07-31,1485,FLL,302,0,2,2,2,200.45,399.15,Blue,0.504,1,0.5,0.279,0.032,4196,810,9.0,233,0,0,3,0,2.89,4,0,0.0,0,0.0,66.4,24,4.0,31.5,1
TB000613,Blue,2025-03-29,513,JFK,267,3,3,3,7,342.38,2624.07,Blue Basic,0.25,7,1.0,0.347,0.093,20718,451,5.01,5,6263,0,0,0,4.65,6,2,0.337,19,0.878,70.3,36,26.2,44.2,0
TB000614,Blue Plus,2024-08-15,739,MCO,20,1,2,2,6,460.07,3006.75,Blue,0.054,8,1.0,0.432,0.088,20397,3945,43.83,239,11231,0,0,0,4.39,0,0,0.595,8,0.644,97.8,24,30.1,50.6,0
TB000615,Blue,2024-09-16,707,LAX,186,3,5,7,14,407.82,5990.37,Blue,0.23,5,0.357,0.407,0.311,15156,897,9.97,50,8757,0,0,0,4.03,9,3,0.327,14,0.676,79.3,84,59.9,74.4,0
TB000616,Blue,2016-12-08,3546,JFK,61,1,1,1,3,303.0,825.89,Blue,0.434,6,1.0,0.539,0.082,0,0,0.0,175,4027,0,1,0,2.34,6,1,0.13,7,0.046,93.2,12,8.3,37.8,1
TB000617,Blue,2018-05-25,3013,LAX,93,1,2,3,26,362.36,10558.46,Blue,0.45,6,0.231,0.328,0.032,4210,573,6.37,16,10701,0,0,0,4.67,1,1,0.901,26,0.564,89.7,36,100,75.2,0
TB000618,Blue Plus,2016-07-31,3676,BOS,164,1,2,4,15,258.86,3572.82,Blue Extra,0.469,4,0.267,0.175,0.0,20191,768,8.53,36,15938,0,0,0,4.8,4,2,0.398,12,0.55,81.8,48,35.7,55.2,0
TB000619,Blue,2025-06-05,445,SJU,29,2,3,3,14,216.3,3168.72,Blue,0.239,8,0.571,0.446,0.163,20569,1820,20.22,242,4593,0,0,0,4.01,6,4,0.679,7,0.29,96.8,36,31.7,54.8,0
TB000620,Mosaic,2021-05-23,1919,BOS,7,0,2,3,7,266.54,1756.11,Blue Extra,0.358,9,1.0,0.461,0.151,23847,800,8.89,114,0,0,0,0,4.51,5,0,0.068,8,0.676,99.2,36,17.6,50.9,0
TB000621,Blue,2019-01-04,2789,JFK,15,1,1,2,14,225.22,3329.05,Blue,0.372,7,0.5,0.638,0.225,8906,1979,21.99,112,4554,0,1,0,4.01,5,1,0.178,12,0.447,98.3,24,33.3,51.9,0
TB000622,Blue,2021-02-22,2009,MCO,78,2,6,11,21,404.41,9379.95,Blue,0.084,1,0.048,0.469,0.16,6894,3608,40.09,172,9751,0,0,0,4.7,7,5,0.739,17,0.644,91.3,100,93.8,95.0,0
TB000623,Blue Plus,2017-10-16,3234,BOS,85,2,3,5,22,467.64,10912.95,Blue Basic,0.277,4,0.182,0.528,0.205,16144,2527,28.08,340,424,0,1,0,4.94,6,0,0.0,9,0.322,90.6,60,100,83.5,0
TB000624,Blue Plus,2023-12-13,985,BOS,15,3,7,13,16,458.26,8338.91,Mint,0.0,8,0.5,0.281,0.243,18368,3862,42.91,113,11029,0,0,0,4.27,6,4,0.632,10,0.556,98.3,100,83.4,93.9,0
TB000625,Mosaic,2023-05-24,1188,FLL,30,2,3,10,19,247.46,4174.32,Blue Extra,0.467,7,0.368,0.381,0.282,16501,2048,22.76,241,11150,0,2,0,3.42,5,3,0.548,6,0.505,96.7,100,41.7,79.5,0
TB000626,Blue,2026-06-20,65,BOS,109,0,1,1,2,329.5,668.93,Blue Basic,0.176,3,1.0,0.3,0.066,9604,845,9.39,211,6946,0,1,0,3.06,7,0,0.0,5,0.2,87.9,12,6.7,35.5,0
TB000627,Blue,2018-02-22,3105,FLL,451,0,0,1,4,273.2,1218.06,Blue Extra,0.014,1,0.25,0.449,0.267,11608,1957,21.74,204,0,0,0,0,3.96,3,1,0.302,20,0.355,49.9,12,12.2,24.7,1
TB000628,Blue Plus,2015-08-21,4021,JFK,26,2,7,8,30,377.82,12946.17,Mint,0.0,6,0.2,0.259,0.034,18700,2719,30.21,30,16789,0,0,0,4.45,4,3,0.663,16,0.469,97.1,96,100,97.7,0
TB000629,Blue,2024-04-01,875,JFK,6,3,4,4,10,334.54,2890.8,Blue Basic,0.339,8,0.8,0.231,0.268,13840,4774,53.04,124,0,0,2,1,3.19,5,2,0.378,12,0.468,99.3,48,28.9,58.7,0
TB000630,Blue,2024-11-26,636,LAX,212,1,2,2,3,174.54,463.82,Blue Extra,0.279,7,1.0,0.458,0.182,12732,2741,30.46,494,4605,1,1,0,2.57,7,0,0.0,17,0.399,76.4,24,4.6,35.0,1
TB000631,Blue,2025-08-27,362,JFK,641,2,4,5,5,272.8,1283.47,Blue Basic,0.32,2,0.4,0.231,0.181,16971,626,6.96,301,4753,0,2,0,4.1,6,0,0.0,11,0.257,28.8,60,12.8,33.9,1
TB000632,Blue Plus,2023-12-06,992,BOS,5,4,6,6,18,352.44,7182.91,Blue,0.104,10,0.556,0.249,0.009,9206,679,7.54,22,0,0,0,0,5.0,5,3,0.571,1,0.667,99.4,72,71.8,81.1,0
TB000633,Blue Plus,2024-08-31,723,FLL,85,0,1,4,9,165.94,1592.1,Mint,0.246,7,0.778,0.486,0.074,8181,2479,27.54,67,19584,0,0,0,5.0,6,3,0.56,15,0.161,90.6,48,15.9,51.5,0
TB000634,Blue,2025-12-08,259,LAX,110,2,2,3,8,200.64,1493.67,Blue,0.118,4,0.5,0.299,0.0,12746,264,2.93,71,9535,0,1,0,3.66,5,0,0.0,13,0.224,87.8,36,14.9,46.2,0
TB000635,Blue,2016-11-25,3559,LAX,11,2,2,5,6,283.47,1737.91,Mint,0.568,3,0.5,0.13,0.143,15424,3498,38.87,29,8540,0,0,0,4.25,7,2,0.269,13,0.403,98.8,60,17.4,58.7,0
TB000636,Blue,2020-05-15,2292,MCO,136,2,4,5,5,427.83,2001.76,Mint,0.452,5,1.0,0.354,0.321,24895,1471,16.34,52,6377,0,1,0,4.61,6,3,0.488,27,0.496,84.9,60,20.0,55.0,1
TB000637,Blue,2026-02-27,178,LAX,64,3,3,5,5,407.3,2300.38,Blue Basic,0.194,5,1.0,0.316,0.2,21078,1150,12.78,92,16472,0,2,0,3.52,6,2,0.364,2,0.474,92.9,60,23.0,58.6,0
TB000638,Blue Plus,2022-11-23,1370,JFK,22,0,1,2,5,482.91,2159.28,Blue Extra,0.122,8,1.0,0.264,0.191,21548,5060,56.22,3,19327,0,0,0,5.0,6,3,0.487,6,0.736,97.6,24,21.6,47.7,0
TB000639,Mosaic,2018-04-28,3040,MCO,502,3,7,10,13,334.81,4652.19,Blue Basic,0.316,8,0.615,0.37,0.163,8964,6044,67.16,194,17535,0,2,0,2.73,5,5,0.939,26,0.498,44.2,100,46.5,63.6,1
TB000640,Blue Plus,2018-10-22,2863,SJU,225,2,4,8,14,281.28,4205.21,Blue Extra,0.295,3,0.214,0.459,0.134,19360,606,6.73,48,7122,0,1,0,3.65,3,1,0.298,6,0.157,75.0,96,42.1,71.0,0
TB000641,Mosaic,2018-05-30,3008,JFK,35,1,3,4,19,425.05,7889.95,Blue Basic,0.177,8,0.421,0.382,0.164,20811,3431,38.12,6,3738,0,0,0,4.84,7,6,0.813,33,0.55,96.1,48,78.9,74.3,0
TB000642,Blue,2023-01-25,1307,BOS,393,1,2,2,9,212.29,1945.13,Mint,0.19,1,0.111,0.234,0.017,832,2211,24.57,86,10992,0,0,0,4.15,6,1,0.221,3,0.349,56.3,24,19.5,33.3,1
TB000643,Blue Plus,2023-02-20,1281,FLL,120,2,4,6,8,314.85,2257.32,Blue,0.12,3,0.375,0.314,0.034,10445,0,0.0,26,14826,0,0,0,3.97,8,0,0.0,0,0.512,86.7,72,22.6,60.4,0
TB000644,Blue,2021-02-17,2014,MCO,130,0,2,3,12,316.58,3292.28,Blue,0.273,4,0.333,0.528,0.155,15911,4447,49.41,50,14275,0,1,1,4.0,5,2,0.455,9,0.355,85.6,36,32.9,51.5,0
TB000645,Blue Plus,2017-08-10,3301,BOS,68,4,5,7,18,231.1,3592.03,Blue,0.0,4,0.222,0.264,0.212,14236,1918,21.31,121,13316,0,0,0,4.43,6,3,0.507,12,0.405,92.4,84,35.9,70.8,0
TB000646,Blue Plus,2019-05-14,2659,BOS,341,1,4,6,11,250.95,2486.11,Mint,0.266,3,0.273,0.51,0.223,13909,1985,22.06,796,0,1,0,0,4.88,5,0,0.0,5,0.093,62.1,72,24.9,53.0,1
TB000647,Blue,2021-09-23,1796,SJU,188,2,4,9,20,349.2,6853.78,Blue,0.247,4,0.2,0.246,0.0,9130,2379,26.43,91,2525,0,2,0,4.87,4,3,0.722,8,0.455,79.1,100,68.5,82.5,0
TB000648,Blue Plus,2017-12-28,3161,JFK,455,2,2,2,10,277.31,2460.87,Blue Basic,0.305,5,0.5,0.371,0.059,0,5290,58.78,166,0,0,1,0,3.55,5,1,0.118,16,0.263,49.4,24,24.6,32.7,1
TB000649,Blue,2016-10-20,3595,LAX,129,1,1,2,13,232.09,2746.81,Blue Extra,0.0,6,0.462,0.37,0.134,4433,1963,21.81,353,2445,0,1,0,4.1,5,0,0.0,0,0.169,85.7,24,27.5,45.7,1
TB000650,Blue,2018-07-14,2963,JFK,20,3,5,10,16,303.16,4383.81,Blue,0.277,7,0.438,0.292,0.075,16243,3406,37.84,41,7791,0,1,0,4.54,3,1,0.339,11,0.447,97.8,100,43.8,80.5,0
TB000651,Blue Plus,2019-02-26,2736,MCO,345,0,1,4,11,223.8,2677.24,Blue,0.392,7,0.636,0.352,0.09,10671,0,0.0,53,3846,0,0,0,5.0,3,1,0.376,22,0.316,61.7,48,26.8,45.5,0
TB000652,Blue,2023-04-16,1226,LAX,96,3,6,10,13,271.2,3605.58,Blue Extra,0.066,2,0.154,0.407,0.177,33531,1046,11.62,269,5232,0,0,0,4.87,9,3,0.379,2,0.289,89.3,100,36.1,75.1,1
TB000653,Blue Plus,2020-02-16,2381,LAX,99,0,0,1,7,233.12,1506.73,Blue Basic,0.269,6,0.857,0.318,0.17,8556,175,1.94,16,16820,0,1,0,4.18,8,3,0.324,22,0.168,89.0,12,15.1,38.7,0
TB000654,Blue,2017-10-12,3238,LAX,117,3,6,6,13,305.92,4342.24,Mint,0.0,2,0.154,0.308,0.052,17518,4495,49.94,81,8469,0,1,0,3.5,5,3,0.521,29,0.475,87.0,72,43.4,67.5,0
TB000655,Blue,2023-07-10,1141,JFK,36,2,3,6,11,369.33,3820.41,Blue,0.205,4,0.364,0.379,0.052,22510,2905,32.28,315,13766,0,0,0,4.44,4,2,0.566,8,0.412,96.0,72,38.2,68.7,0
TB000656,Blue,2024-07-21,764,SJU,159,0,0,2,3,227.29,622.11,Blue,0.433,4,1.0,0.418,0.134,9447,0,0.0,122,0,0,2,0,2.77,2,0,0.094,0,0.451,82.3,24,6.2,37.5,1
TB000657,Blue,2021-04-27,1945,BOS,56,1,1,2,8,319.08,2186.57,Blue Basic,0.125,6,0.75,0.289,0.076,0,3028,33.64,2,9192,0,0,0,3.96,6,2,0.358,4,0.419,93.8,24,21.9,46.6,0
TB000658,Blue Plus,2018-04-06,3062,FLL,274,2,5,5,12,312.42,3735.13,Blue Basic,0.298,9,0.75,0.493,0.179,90,3298,36.64,257,12010,0,0,0,4.56,5,1,0.29,14,0.56,69.6,60,37.4,55.7,1
TB000659,Blue Plus,2018-03-11,3088,BOS,25,3,6,8,29,355.19,11153.97,Blue Basic,0.387,6,0.207,0.31,0.206,27297,5127,56.97,27,20868,0,0,0,4.86,6,2,0.36,17,0.676,97.2,96,100,97.7,0
TB000660,Blue,2023-03-28,1245,LAX,15,2,3,6,10,166.28,1756.63,Blue,0.314,2,0.2,0.516,0.084,10912,1882,20.91,91,6347,0,2,0,3.21,5,3,0.648,16,0.325,98.3,72,17.6,62.6,0
TB000661,Blue,2021-04-12,1960,BOS,180,0,1,1,15,291.05,4989.18,Blue Basic,0.486,1,0.067,0.342,0.171,5804,331,3.68,49,16546,0,3,0,3.03,4,0,0.017,21,0.24,80.0,12,49.9,47.3,1
TB000662,Blue Plus,2023-05-18,1194,SJU,27,1,3,8,15,411.37,6831.7,Blue Basic,0.271,8,0.533,0.313,0.093,23271,2485,27.61,95,20274,0,0,0,5.0,6,5,0.784,40,0.555,97.0,96,68.3,87.1,0
TB000663,Blue,2026-02-24,181,SJU,140,3,3,3,8,270.41,2360.86,Blue Basic,0.132,6,0.75,0.534,0.209,5738,3795,42.17,163,4228,0,2,1,2.36,7,3,0.453,21,0.255,84.4,36,23.6,48.0,0
TB000664,Blue Plus,2016-06-02,3735,FLL,79,2,5,9,30,429.24,14367.69,Blue,0.451,9,0.3,0.463,0.163,16945,2280,25.33,63,14721,0,0,0,5.0,2,1,0.49,19,0.435,91.2,100,100,97.1,0
TB000665,Blue,2017-07-17,3325,BOS,164,2,4,4,17,379.47,6057.46,Blue Extra,0.332,7,0.412,0.303,0.203,3941,1801,20.01,161,10174,0,1,1,2.89,3,1,0.497,13,0.078,81.8,48,60.6,63.5,0
TB000666,Blue,2023-01-16,1316,SJU,10,3,7,13,20,394.69,8483.9,Blue,0.28,6,0.3,0.115,0.111,10037,2578,28.64,371,10324,0,0,0,4.52,5,2,0.41,26,0.654,98.9,100,84.8,94.6,0
TB000667,Blue Plus,2023-07-27,1124,SJU,2,1,1,5,5,363.7,1786.99,Blue,0.228,8,1.0,0.399,0.0,13509,2027,22.52,187,10068,0,0,0,4.81,7,4,0.622,21,0.602,99.8,60,17.9,59.2,0
TB000668,Blue,2016-10-13,3602,BOS,29,1,4,6,21,323.54,6290.75,Blue Basic,0.379,5,0.238,0.597,0.082,2244,880,9.78,376,17372,0,1,0,3.94,4,0,0.0,0,0.344,96.8,72,62.9,77.2,1
TB000669,Blue Plus,2022-12-16,1347,SJU,232,1,3,4,4,312.02,1337.01,Blue Extra,0.263,4,1.0,0.533,0.098,7445,1453,16.14,119,6175,0,1,0,3.22,7,2,0.299,19,0.338,74.2,48,13.4,45.2,1
TB000670,Blue,2022-12-08,1355,JFK,25,1,2,2,8,381.62,2959.64,Blue,0.289,9,1.0,0.567,0.086,22042,5138,57.09,85,16959,0,0,0,4.97,4,3,0.687,15,0.649,97.2,24,29.6,50.3,0
TB000671,Blue,2015-03-23,4172,BOS,173,1,1,1,14,233.17,3164.15,Blue Basic,0.16,5,0.357,0.397,0.15,15300,3176,35.29,40,13552,0,0,0,4.84,8,4,0.481,0,0.37,80.8,12,31.6,41.5,1
TB000672,Blue,2025-02-22,548,SJU,612,0,0,0,0,323.97,323.29,Blue Basic,0.543,4,1.0,0.383,0.107,0,0,0.0,219,10787,0,0,0,4.5,6,2,0.389,14,0.304,32.0,0,3.2,11.7,1
TB000673,Blue,2024-01-31,936,FLL,186,2,2,2,2,204.63,408.95,Blue Extra,0.534,4,1.0,0.315,0.076,5518,0,0.0,221,4897,0,0,0,4.04,8,3,0.35,13,0.178,79.3,24,4.1,35.8,1
TB000674,Blue,2022-12-02,1361,BOS,58,2,2,4,8,181.48,1620.22,Blue,0.155,3,0.375,0.454,0.237,0,3663,40.7,90,6129,0,0,0,4.43,6,4,0.62,9,0.078,93.6,48,16.2,52.6,0
TB000675,Blue,2018-09-02,2913,BOS,71,0,0,5,13,335.8,4370.73,Blue,0.202,4,0.308,0.182,0.137,12017,3599,39.99,220,0,0,0,0,4.36,8,3,0.378,8,0.451,92.1,60,43.7,65.3,0
TB000676,Blue,2015-01-08,4246,JFK,40,0,3,8,28,336.83,8411.37,Blue,0.142,7,0.25,0.499,0.161,13435,5360,59.56,61,12083,0,1,0,2.93,5,3,0.691,4,0.388,95.6,96,84.1,91.9,0
TB000677,Blue,2021-04-01,1971,SJU,74,0,3,3,3,214.58,714.32,Blue Basic,0.458,2,0.667,0.382,0.137,9846,3077,34.19,420,3376,0,0,0,4.87,4,1,0.127,3,0.326,91.8,36,7.1,45.0,1
TB000678,Blue Plus,2020-09-16,2168,JFK,69,1,1,2,15,323.09,4947.37,Blue,0.012,6,0.4,0.266,0.069,20480,4956,55.07,265,16321,0,1,0,2.96,8,4,0.553,15,0.313,92.3,24,49.5,55.3,1
TB000679,Blue Plus,2025-08-05,384,FLL,72,2,2,5,5,366.48,1648.15,Mint,0.086,7,1.0,0.546,0.268,6480,692,7.69,151,3392,0,2,1,3.85,5,1,0.157,5,0.367,92.0,60,16.5,56.2,1
TB000680,Blue,2016-09-14,3631,MCO,51,0,2,2,12,414.59,4784.58,Blue Basic,0.175,6,0.5,0.249,0.135,10552,2148,23.87,27,4457,0,1,1,3.18,2,1,0.348,11,0.381,94.3,24,47.8,55.4,0
TB000681,Blue Plus,2024-07-07,778,MCO,125,2,2,4,4,276.19,1092.6,Blue Basic,0.266,3,0.75,0.237,0.081,13787,1288,14.31,53,12569,0,1,1,4.01,5,2,0.5,11,0.587,86.1,48,10.9,48.3,0
TB000682,Blue,2024-09-05,718,SJU,443,1,1,1,1,344.94,319.93,Blue,0.266,6,1.0,0.277,0.093,15128,2895,32.17,182,5238,0,0,0,5.0,8,1,0.1,11,0.224,50.8,12,3.2,22.0,1
TB000683,Blue,2022-02-03,1663,BOS,151,3,5,6,9,293.35,2398.76,Blue,0.003,7,0.778,0.316,0.095,3515,0,0.0,873,4749,1,1,0,4.18,9,6,0.635,16,0.167,83.2,72,24.0,59.7,1
TB000684,Mosaic,2016-10-24,3591,JFK,12,4,8,12,23,451.21,9483.39,Blue,0.248,11,0.478,0.474,0.211,23223,4321,48.01,31,8239,0,2,0,4.06,3,1,0.486,22,0.647,98.7,100,94.8,97.8,0
TB000685,Mosaic,2019-08-09,2572,JFK,8,4,5,6,12,446.99,4980.89,Blue Extra,0.408,8,0.667,0.328,0.114,9627,2672,29.69,52,3948,0,0,0,4.59,10,5,0.493,12,0.477,99.1,72,49.8,73.6,0
TB000686,Blue,2014-11-09,4306,BOS,179,2,2,5,10,282.97,2930.94,Mint,0.386,2,0.2,0.238,0.107,85,594,6.6,400,10101,0,0,0,4.41,4,0,0.0,7,0.309,80.1,60,29.3,56.5,0
TB000687,Mosaic,2023-05-07,1205,BOS,12,3,3,5,8,327.72,2286.68,Blue Basic,0.105,7,0.875,0.457,0.097,27944,2382,26.47,22,16045,0,0,0,4.41,6,3,0.555,38,0.374,98.7,60,22.9,60.5,0
TB000688,Blue Plus,2017-10-16,3234,BOS,18,2,3,5,14,339.06,4653.45,Blue,0.266,4,0.286,0.375,0.122,20620,2225,24.72,1,13442,0,0,0,3.84,3,2,0.772,12,0.41,98.0,60,46.5,68.2,0
TB000689,Blue Plus,2016-01-26,3863,JFK,30,0,3,3,9,254.55,2489.79,Blue Basic,0.346,3,0.333,0.354,0.061,10493,0,0.0,282,8277,0,2,1,3.34,4,1,0.277,19,0.668,96.7,36,24.9,52.5,0
TB000690,Blue,2015-12-05,3915,BOS,73,2,4,7,17,278.52,4779.04,Blue Extra,0.374,1,0.059,0.453,0.169,14017,609,6.77,327,5688,0,1,0,2.93,2,0,0.059,8,0.011,91.9,84,47.8,74.6,1
TB000691,Mosaic,2018-09-29,2886,JFK,152,1,2,4,5,218.17,1132.29,Blue,0.687,3,0.6,0.493,0.211,8624,3762,41.8,22,2554,0,2,0,2.61,4,0,0.057,20,0.414,83.1,48,11.3,47.5,1
TB000692,Blue Plus,2025-08-11,378,SJU,487,0,0,1,4,272.96,1122.79,Mint,0.2,2,0.5,0.436,0.116,4122,1185,13.17,80,13245,0,1,0,3.61,6,3,0.459,7,0.469,45.9,12,11.2,23.0,1
TB000693,Blue Plus,2019-11-05,2484,JFK,646,1,2,3,6,220.58,1178.71,Mint,0.36,4,0.667,0.367,0.192,18861,0,0.0,72,5538,0,1,1,3.44,4,1,0.234,14,0.47,28.2,36,11.8,25.3,1
TB000694,Blue,2017-03-07,3457,LAX,300,1,4,4,5,192.52,819.25,Blue Basic,0.042,4,0.8,0.483,0.114,10503,0,0.0,403,0,1,3,0,2.68,8,0,0.0,11,0.33,66.7,48,8.2,41.0,1
TB000695,Blue Plus,2017-01-13,3510,MCO,249,0,2,2,23,276.85,6894.13,Blue Extra,0.345,7,0.304,0.179,0.077,22835,2001,22.23,18,1862,0,0,0,4.2,7,4,0.506,11,0.492,72.3,24,68.9,55.1,0
TB000696,Mosaic,2020-12-07,2086,FLL,18,4,5,7,21,388.21,8949.48,Blue Extra,0.295,7,0.333,0.262,0.195,22709,0,0.0,77,22593,0,0,0,4.69,4,3,0.646,21,0.506,98.0,84,89.5,90.5,0
TB000697,Blue Plus,2020-07-17,2229,BOS,7,1,1,1,11,283.46,3178.89,Blue Basic,0.071,8,0.727,0.478,0.184,11779,1835,20.39,169,14012,0,2,0,2.77,6,2,0.372,4,0.395,99.2,12,31.8,47.7,0
TB000698,Blue,2017-06-09,3363,JFK,11,2,2,3,16,349.7,5200.76,Blue Extra,0.197,4,0.25,0.47,0.208,11746,1799,19.99,70,4419,0,0,0,4.41,6,4,0.607,12,0.17,98.8,36,52.0,62.3,0
TB000699,Mosaic,2023-03-03,1270,JFK,31,2,4,4,12,267.8,2799.12,Blue,0.07,8,0.667,0.484,0.156,15001,2613,29.03,10,9962,0,1,0,4.07,5,1,0.219,18,0.708,96.6,48,28.0,57.5,0
TB000700,Mosaic,2016-06-09,3728,LAX,14,3,5,5,22,299.71,5754.06,Blue,0.27,7,0.318,0.24,0.315,18239,535,5.94,139,13138,0,0,0,4.86,9,7,0.732,15,0.634,98.4,60,57.5,72.0,0
TB000701,Blue Plus,2025-05-11,470,FLL,21,2,3,9,13,340.12,4236.58,Blue Basic,0.165,7,0.538,0.385,0.254,15946,1932,21.47,150,18420,0,0,0,4.2,5,3,0.632,2,0.391,97.7,100,42.4,80.0,0
TB000702,Blue,2021-11-23,1735,FLL,187,0,0,2,9,319.72,3008.3,Blue,0.226,7,0.778,0.336,0.223,7626,0,0.0,111,2813,0,1,1,3.04,4,2,0.497,4,0.337,79.2,24,30.1,44.4,0
TB000703,Blue,2017-06-28,3344,MCO,50,2,5,5,22,463.06,11077.17,Blue Extra,0.053,7,0.318,0.0,0.218,24004,2320,25.78,17,10008,0,0,0,4.5,3,1,0.263,0,0.638,94.4,60,100,84.8,0
TB000704,Mosaic,2020-01-10,2418,JFK,13,0,1,3,3,262.2,793.46,Blue Extra,0.584,2,0.667,0.199,0.069,15218,2688,29.87,80,7680,0,2,0,3.33,10,5,0.452,12,0.423,98.6,36,7.9,47.5,1
TB000705,Blue,2020-05-30,2277,SJU,374,1,4,11,18,364.49,6927.54,Blue Extra,0.381,3,0.167,0.432,0.151,10747,1995,22.17,4,551,0,1,0,3.17,4,1,0.259,12,0.462,58.4,100,69.3,75.9,1
TB000706,Blue,2024-07-18,767,BOS,204,2,7,9,14,273.3,4116.57,Blue,0.289,4,0.286,0.39,0.234,18021,289,3.21,503,1801,0,0,0,4.55,6,3,0.435,5,0.125,77.3,100,41.2,72.8,1
TB000707,Blue Plus,2017-01-10,3513,BOS,51,1,5,7,21,133.64,2819.11,Blue,0.282,5,0.238,0.335,0.091,0,2761,30.68,182,7774,0,1,0,2.73,3,1,0.222,13,0.059,94.3,84,28.2,68.8,0
TB000708,Blue Plus,2026-02-27,178,LAX,194,3,6,8,8,378.59,2949.55,Blue Basic,0.085,10,1.0,0.297,0.315,13943,4039,44.88,82,8100,0,0,0,4.2,5,2,0.411,13,0.612,78.4,96,29.5,68.0,0
TB000709,Blue,2015-03-12,4183,BOS,33,2,2,5,19,321.03,6943.09,Blue,0.391,6,0.316,0.167,0.152,18994,1251,13.9,278,0,0,2,0,4.51,9,2,0.254,19,0.46,96.3,60,69.4,75.2,0
TB000710,Blue,2023-06-09,1172,JFK,174,0,0,0,0,178.09,203.44,Blue,0.52,4,1.0,0.373,0.163,5451,1383,15.37,16,2873,0,1,1,2.42,5,1,0.155,7,0.194,80.7,0,2.0,27.6,0
TB000711,Blue Plus,2023-09-18,1071,JFK,286,0,0,0,11,225.85,2817.13,Blue Extra,0.579,2,0.182,0.351,0.093,10511,0,0.0,954,1327,0,1,0,2.7,7,1,0.193,8,0.397,68.2,0,28.2,32.1,1
TB000712,Blue Plus,2025-12-31,236,SJU,26,2,2,6,11,178.06,2231.33,Blue,0.305,5,0.455,0.233,0.12,8857,2654,29.49,25,18194,0,0,0,4.5,4,0,0.0,19,0.106,97.1,72,22.3,63.8,0
TB000713,Blue,2017-03-08,3456,JFK,76,0,0,0,10,311.27,3564.26,Mint,0.161,3,0.3,0.428,0.081,14127,742,8.24,232,0,0,1,0,2.54,4,1,0.252,11,0.384,91.6,0,35.6,42.4,0
TB000714,Blue,2015-05-04,4130,FLL,900,0,0,1,1,220.75,191.19,Blue Extra,0.532,1,1.0,0.415,0.135,0,1829,20.32,797,0,0,1,1,2.65,9,2,0.201,0,0.0,0,12,1.9,4.6,1
TB000715,Blue,2024-08-04,750,MCO,187,1,1,2,2,280.6,555.07,Blue Basic,0.212,4,1.0,0.267,0.241,9574,4937,54.86,143,7692,0,1,0,2.92,4,2,0.539,12,0.343,79.2,24,5.6,36.3,1
TB000716,Blue Plus,2024-05-11,835,BOS,5,0,4,10,11,474.68,4875.24,Blue Extra,0.321,11,1.0,0.34,0.125,7265,1021,11.34,23,13622,0,0,0,4.9,8,3,0.433,12,0.633,99.4,100,48.8,82.7,0
TB000717,Blue Plus,2022-01-16,1681,BOS,106,3,3,3,13,378.23,4586.6,Mint,0.304,11,0.846,0.384,0.095,16982,1270,14.11,8,14858,0,0,0,4.38,5,3,0.517,0,0.541,88.2,36,45.9,56.7,0
TB000718,Blue Plus,2018-08-10,2936,SJU,232,0,2,4,18,342.5,6803.82,Blue,0.332,3,0.167,0.499,0.097,25031,3543,39.37,94,4229,0,1,1,3.05,6,0,0.0,7,0.098,74.2,48,68.0,63.4,1
