transaction_amount,transaction_hour,location_mismatch,previous_fraud_flags,velocity_last_1hr,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction,cvv_match_missing,transaction_amount_missing,ip_country_match_missing,device_type_mobile,device_type_tablet,device_type_unknown,card_type_debit,card_type_prepaid,card_type_virtual,transaction_channel_mobile_app,transaction_channel_online,transaction_channel_pos,merchant_category_electronics,merchant_category_entertainment,merchant_category_gambling,merchant_category_groceries,merchant_category_healthcare,merchant_category_retail,merchant_category_travel
126.26,3.0,0.0,1.0,2.0,1193.0,0.0,1.0,-0.9236,1.0,,1.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
242.75,12.0,0.0,0.0,1.0,141.0,0.0,1.0,-0.4809,1.0,47.58,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
116.86,12.0,0.0,1.0,0.0,3863.0,0.0,1.0,0.4531,0.0,32.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
123.75,16.0,0.0,0.0,,,,1.0,,0.0,22.28,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30.74,7.0,0.0,0.0,2.0,28.0,,1.0,-0.9176,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,15.0,0.0,0.0,1.0,143.0,1.0,1.0,-0.833,0.0,1.9,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
119.45,9.0,0.0,0.0,2.0,,0.0,1.0,,0.0,11.21,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
27.64,5.0,0.0,1.0,,1128.0,0.0,1.0,-0.9764,0.0,6.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
556.45,9.0,0.0,0.0,1.0,,0.0,1.0,5.3189,1.0,48.42,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
10.64,12.0,0.0,0.0,0.0,268.0,0.0,1.0,-0.9491,1.0,13.47,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
195.92,9.0,0.0,1.0,,536.0,0.0,1.0,,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
126.26,11.0,0.0,0.0,1.0,,0.0,1.0,-0.016,0.0,5.54,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
126.26,6.0,0.0,0.0,,1034.0,0.0,1.0,-0.7072,0.0,22.21,1.0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
164.26,3.0,0.0,0.0,2.0,906.0,,1.0,-0.6022,0.0,19.21,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88.46,20.0,0.0,0.0,0.0,,0.0,0.0,,0.0,29.57,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28.65,13.0,0.0,0.0,,,0.0,1.0,-0.3345,0.0,23.78,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
374.91,6.0,0.0,1.0,0.0,1134.0,0.0,1.0,5.872,0.0,16.02,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
166.61,17.0,0.0,0.0,1.0,,,1.0,,0.0,13.77,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
53.78,22.0,0.0,1.0,,402.0,0.0,1.0,-0.7534,0.0,23.65,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,8.0,0.0,0.0,1.0,2976.0,0.0,1.0,1.2173,1.0,4.07,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126.26,18.0,0.0,0.0,2.0,860.0,0.0,1.0,2.8056,1.0,27.36,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
110.4,19.0,0.0,0.0,3.0,638.0,1.0,1.0,,1.0,10.9,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
399.23,12.0,0.0,0.0,,260.0,,1.0,0.7524,1.0,30.27,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
133.54,18.0,0.0,0.0,2.0,,0.0,0.0,0.2393,0.0,5.39,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
353.58,1.0,0.0,0.0,1.0,848.0,0.0,1.0,0.0848,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85.0,18.0,0.0,0.0,0.0,2624.0,1.0,1.0,,1.0,12.44,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
126.26,8.0,0.0,0.0,0.0,8.0,0.0,1.0,,1.0,14.73,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.99,6.0,0.0,0.0,2.0,767.0,0.0,1.0,,0.0,22.81,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
126.26,14.0,0.0,0.0,2.0,,0.0,1.0,,0.0,44.28,1.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,15.0,0.0,0.0,1.0,,0.0,1.0,-0.8782,0.0,27.5,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
126.26,13.0,0.0,,,1594.0,,1.0,0.463,1.0,21.59,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
742446.36,22.0,0.0,1.0,2.0,307.0,0.0,1.0,3405.4013,1.0,36.08,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
56.24,19.0,1.0,0.0,0.0,,0.0,1.0,-0.9042,1.0,10.33,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
14.64,10.0,0.0,1.0,1.0,,0.0,1.0,-0.9277,0.0,18.91,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
126.26,4.0,0.0,3.0,,6.0,,0.0,,0.0,631.07,1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
472.78,14.0,0.0,0.0,3.0,29.0,0.0,1.0,,1.0,12.22,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,17.0,0.0,0.0,,566.0,,1.0,,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26.92,11.0,0.0,0.0,,738.0,0.0,1.0,-0.7817,0.0,,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
445.49,19.0,0.0,0.0,1.0,,0.0,1.0,,0.0,7.58,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
85.24,9.0,0.0,0.0,0.0,,0.0,1.0,-0.7688,0.0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6.91,23.0,1.0,,,,0.0,1.0,-0.904,1.0,72.13,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27.7,13.0,0.0,0.0,,1926.0,0.0,1.0,-0.9473,1.0,0.36,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,8.0,0.0,0.0,2.0,231.0,0.0,1.0,-0.8256,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
238.58,3.0,0.0,0.0,,842.0,0.0,1.0,-0.2812,0.0,59.07,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
174.0,11.0,0.0,0.0,0.0,686.0,1.0,1.0,0.3708,0.0,18.31,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
262.59,19.0,0.0,0.0,,813.0,0.0,1.0,0.7502,1.0,14.83,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
188.39,10.0,0.0,0.0,,278.0,0.0,1.0,-0.6206,0.0,8.16,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
121.5,10.0,0.0,1.0,,,0.0,1.0,-0.635,1.0,20.16,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
217.04,13.0,0.0,0.0,0.0,308.0,0.0,1.0,,0.0,29.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
87724.37,0.0,0.0,1.0,1.0,620.0,0.0,1.0,1585.8362,0.0,8.36,1.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7.64,14.0,0.0,0.0,,664.0,0.0,1.0,,0.0,61.69,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
126.26,14.0,0.0,0.0,0.0,264.0,0.0,1.0,,0.0,20.65,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,3.0,0.0,0.0,,117.0,,1.0,,0.0,6.2,1.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
126.26,14.0,0.0,0.0,0.0,,,1.0,-0.2738,0.0,9.06,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
80.06,1.0,0.0,0.0,0.0,81.0,0.0,1.0,,1.0,44.76,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
124.5,13.0,0.0,0.0,,298.0,0.0,1.0,,0.0,3.37,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,14.0,0.0,0.0,,,0.0,1.0,-0.7568,1.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.09,12.0,1.0,0.0,1.0,,0.0,1.0,-0.9304,0.0,5.39,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
538.51,9.0,0.0,0.0,0.0,170.0,,1.0,0.1129,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
142.04,8.0,0.0,0.0,0.0,403.0,0.0,1.0,-0.3451,1.0,5.01,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.83,20.0,1.0,0.0,0.0,956.0,0.0,1.0,-0.9769,1.0,42.91,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,8.0,0.0,0.0,,1054.0,0.0,1.0,0.7897,1.0,,1.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
46.66,7.0,0.0,1.0,3.0,899.0,0.0,1.0,,0.0,38.04,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
61.16,21.0,0.0,0.0,0.0,323.0,0.0,1.0,0.9453,1.0,5.19,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
42.66,5.0,0.0,0.0,1.0,,0.0,1.0,-0.1684,0.0,19.75,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10.86,12.0,0.0,0.0,,,0.0,1.0,-0.9738,0.0,18.38,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
762.48,16.0,0.0,0.0,0.0,904.0,0.0,1.0,,0.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.24,13.0,0.0,0.0,0.0,275.0,1.0,1.0,-0.8416,0.0,2.91,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56.87,18.0,0.0,0.0,,,0.0,1.0,1.5894,0.0,2.13,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14.95,17.0,0.0,0.0,2.0,50.0,,0.0,-0.9204,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
141.77,18.0,0.0,0.0,,451.0,0.0,1.0,0.843,0.0,53.24,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
155.05,6.0,0.0,0.0,0.0,1042.0,0.0,1.0,,0.0,13.14,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
187.76,16.0,0.0,0.0,1.0,,0.0,0.0,,0.0,79.74,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3126.66,12.0,0.0,4.0,6.0,29.0,2.0,0.0,8.2019,0.0,236.23,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
254.59,15.0,0.0,0.0,2.0,,0.0,1.0,0.89,1.0,6.58,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22.97,22.0,1.0,1.0,1.0,42.0,0.0,1.0,-0.5311,1.0,1.04,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
36.31,16.0,0.0,0.0,0.0,,,1.0,-0.7937,1.0,66.67,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51.26,16.0,0.0,1.0,1.0,,0.0,1.0,-0.6748,1.0,40.48,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
126.26,15.0,0.0,,1.0,176.0,0.0,1.0,2.0804,0.0,6.93,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5553.59,16.0,1.0,1.0,,4.0,3.0,0.0,67.0642,0.0,268.67,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
126.26,11.0,0.0,0.0,0.0,,0.0,1.0,,0.0,22.82,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
48.25,12.0,0.0,0.0,2.0,732.0,0.0,1.0,-0.8167,0.0,29.32,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
18.43,16.0,0.0,0.0,,1007.0,0.0,1.0,-0.9624,0.0,15.88,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,12.0,0.0,0.0,3.0,1024.0,0.0,1.0,,0.0,,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,1.0,,0.0,1.0,-0.4845,0.0,22.0,1.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
831.91,7.0,0.0,0.0,0.0,,1.0,1.0,12.3183,0.0,46.13,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
49.0,7.0,0.0,0.0,,384.0,1.0,1.0,-0.9053,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,17.0,1.0,0.0,2.0,347.0,1.0,1.0,,0.0,13.28,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
494701.58,9.0,0.0,0.0,,692.0,0.0,1.0,4353.179,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
86.0,9.0,0.0,0.0,4.0,27.0,0.0,1.0,0.4031,0.0,2.95,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38.81,22.0,0.0,0.0,,902.0,0.0,1.0,-0.7612,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126.26,16.0,0.0,0.0,,83.0,0.0,1.0,12.1059,1.0,,1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
885.41,10.0,0.0,0.0,1.0,407.0,0.0,1.0,6.5168,0.0,11.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126.26,7.0,0.0,0.0,1.0,,,1.0,,0.0,0.29,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
61.98,16.0,0.0,0.0,,353.0,0.0,1.0,0.4476,0.0,19.55,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,9.0,0.0,0.0,,620.0,0.0,1.0,-0.5177,0.0,0.31,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
157.44,10.0,0.0,,1.0,149.0,1.0,1.0,-0.013,0.0,2.13,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
245.83,7.0,0.0,0.0,1.0,,,1.0,1.1133,0.0,23.67,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44.45,5.0,0.0,0.0,3.0,879.0,,1.0,-0.5068,0.0,27.24,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
69.77,3.0,0.0,0.0,0.0,999.0,0.0,1.0,-0.2317,0.0,60.84,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
126.26,12.0,0.0,0.0,1.0,235.0,0.0,1.0,4.986,0.0,7.98,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
263.11,21.0,0.0,0.0,,313.0,0.0,1.0,,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
148.13,15.0,0.0,0.0,2.0,20.0,0.0,1.0,,0.0,1.25,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
245.92,5.0,0.0,0.0,0.0,420.0,,1.0,0.614,1.0,25.38,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40.92,14.0,0.0,0.0,2.0,554.0,1.0,1.0,-0.8057,0.0,,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
92.41,7.0,0.0,0.0,,,0.0,1.0,0.2033,0.0,44.51,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126.26,13.0,0.0,0.0,1.0,175.0,0.0,1.0,,0.0,11.73,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
281.53,13.0,0.0,0.0,,450.0,0.0,1.0,-0.6591,0.0,0.84,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,19.0,1.0,,,2.0,,1.0,5.7354,1.0,1535.21,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
212.97,12.0,0.0,0.0,,36.0,0.0,1.0,5.6969,0.0,,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291.92,3.0,0.0,0.0,0.0,13.0,0.0,1.0,1.5035,0.0,21.03,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
197.91,14.0,0.0,0.0,1.0,377.0,0.0,1.0,1.0962,0.0,21.49,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9.39,6.0,0.0,0.0,3.0,,0.0,1.0,-0.9389,0.0,8.72,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
58.06,11.0,0.0,0.0,,147.0,,1.0,-0.9111,0.0,11.87,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,12.0,0.0,0.0,,347.0,1.0,1.0,-0.3029,0.0,,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,13.0,0.0,,2.0,1010.0,2.0,1.0,-0.7322,0.0,,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
126.26,17.0,1.0,0.0,1.0,368.0,0.0,1.0,,1.0,63.39,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334.54,3.0,0.0,0.0,0.0,2873.0,0.0,1.0,5.9506,0.0,21.29,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
42.09,4.0,0.0,0.0,,,0.0,1.0,-0.9241,1.0,2.02,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
58.7,11.0,0.0,1.0,2.0,2056.0,,1.0,,0.0,5.96,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492292.2,6.0,0.0,0.0,0.0,392.0,0.0,1.0,1329.6725,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100.08,8.0,0.0,0.0,0.0,,,1.0,0.4316,1.0,16.87,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502.86,12.0,0.0,0.0,1.0,149.0,,1.0,,0.0,32.55,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
261.36,13.0,0.0,0.0,1.0,1063.0,0.0,1.0,1.059,0.0,19.5,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
107.68,14.0,1.0,,2.0,740.0,1.0,1.0,3.2481,0.0,,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
123.99,9.0,0.0,0.0,2.0,1123.0,0.0,0.0,-0.1258,0.0,15.84,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,14.0,0.0,0.0,1.0,126.0,0.0,1.0,0.1649,0.0,19.79,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
126.26,12.0,0.0,0.0,1.0,742.0,0.0,1.0,,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
158.12,19.0,0.0,0.0,3.0,281.0,,1.0,0.5288,0.0,8.25,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
100.84,15.0,0.0,0.0,0.0,1049.0,,1.0,0.5276,0.0,16.85,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126.26,13.0,0.0,0.0,2.0,121.0,0.0,1.0,0.5824,0.0,42.98,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.35,10.0,0.0,0.0,1.0,828.0,0.0,1.0,-0.9338,0.0,2.53,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
126.26,15.0,0.0,0.0,,405.0,0.0,1.0,-0.4154,0.0,7.69,1.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
126.26,4.0,0.0,0.0,1.0,,1.0,1.0,0.5126,0.0,45.56,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
126.26,13.0,0.0,1.0,7.0,46.0,1.0,0.0,,0.0,887.2,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
42.22,9.0,0.0,0.0,,816.0,1.0,1.0,-0.7822,0.0,10.13,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
323.21,7.0,0.0,,3.0,672.0,0.0,1.0,,1.0,57.23,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70.6,13.0,0.0,0.0,1.0,855.0,1.0,1.0,,0.0,23.84,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
59.52,10.0,0.0,,2.0,475.0,,1.0,-0.5554,1.0,2.47,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19.12,15.0,0.0,0.0,0.0,189.0,1.0,1.0,-0.5412,0.0,16.55,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,0.0,337.0,0.0,1.0,-0.7323,0.0,26.22,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126.26,0.0,1.0,1.0,8.0,32.0,0.0,0.0,61.5944,1.0,197.25,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
126.26,12.0,1.0,2.0,,23.0,3.0,1.0,33.9051,1.0,2305.37,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,9.0,0.0,0.0,0.0,489.0,0.0,1.0,,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
58.91,18.0,0.0,0.0,3.0,495.0,0.0,1.0,-0.5494,0.0,0.05,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
945585.26,19.0,0.0,0.0,,,0.0,1.0,,0.0,1.68,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
244.09,14.0,0.0,0.0,3.0,1324.0,0.0,1.0,,0.0,31.37,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
91.93,13.0,0.0,0.0,4.0,1900.0,0.0,1.0,0.0864,0.0,,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,0.0,1.0,5.0,13.0,43.0,1.0,0.0,113.9452,1.0,,1.0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
126.26,10.0,0.0,0.0,0.0,1935.0,0.0,1.0,-0.8677,0.0,0.55,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,18.0,1.0,4.0,5.0,6.0,1.0,0.0,,1.0,879.3,1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
119.27,13.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0049,1.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
261.03,21.0,0.0,0.0,,,0.0,1.0,,1.0,15.43,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8781.03,6.0,1.0,0.0,11.0,,5.0,0.0,239.898,1.0,1201.13,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3515.41,18.0,1.0,4.0,,40.0,1.0,0.0,,0.0,,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
999.41,20.0,1.0,3.0,9.0,34.0,,0.0,,1.0,379.47,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
126.26,8.0,0.0,0.0,4.0,,,1.0,-0.1245,0.0,12.35,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,16.0,1.0,0.0,,34.0,3.0,0.0,35.9155,1.0,5.06,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.26,8.0,0.0,0.0,1.0,1196.0,0.0,1.0,,0.0,50.88,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126.26,5.0,0.0,0.0,0.0,215.0,0.0,1.0,-0.0509,1.0,,1.0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
