transaction_id,transaction_amount,transaction_hour,device_type,location_mismatch,previous_fraud_flags,velocity_last_1hr,merchant_category,card_type,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,transaction_channel,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction
TXN0005631,68.8,8.0,mobile,0.0,0.0,3.0,entertainment,debit,365.0,0.0,1.0,,online,0.0,29.59,1.0,0
TXN0005632,,7.0,mobile,0.0,0.0,3.0,entertainment,credit,289.0,,1.0,-0.9477,pos,0.0,25.29,1.0,0
TXN0005633,778.66,4.0,tablet,0.0,2.0,10.0,groceries,credit,61.0,4.0,0.0,,mobile_app,1.0,,1.0,1
TXN0005634,468.92,7.0,,,0.0,3.0,gambling,debit,1045.0,,1.0,,pos,1.0,0.91,1.0,0
TXN0005635,,1.0,unknown,1.0,5.0,8.0,electronics,credit,7.0,,,22.7213,online,0.0,484.24,,1
TXN0005636,,1.0,mobile,1.0,3.0,5.0,healthcare,virtual,25.0,,0.0,42.1797,online,1.0,,,1
TXN0005637,146.53,13.0,desktop,0.0,0.0,,retail,debit,123.0,0.0,1.0,-0.0376,,0.0,59.14,,0
TXN0005638,282.49,19.0,desktop,1.0,,1.0,retail,,719.0,0.0,1.0,0.9771,online,0.0,13.33,1.0,0
TXN0005639,219.1,7.0,mobile,0.0,0.0,3.0,,,1752.0,0.0,1.0,0.2845,,,94.71,,0
TXN0005640,51.23,11.0,desktop,0.0,0.0,1.0,travel,,4800.0,,1.0,-0.836,mobile_app,0.0,62.53,1.0,0
TXN0005641,141.34,19.0,desktop,0.0,0.0,0.0,groceries,credit,832.0,1.0,1.0,2.3759,online,0.0,1.28,1.0,0
TXN0005642,,6.0,tablet,0.0,0.0,2.0,retail,debit,,0.0,1.0,-0.1947,online,1.0,4.2,1.0,0
TXN0005643,89.95,11.0,,0.0,,1.0,entertainment,debit,443.0,0.0,1.0,-0.7803,online,0.0,6.57,1.0,0
TXN0005644,543.04,13.0,mobile,0.0,0.0,,electronics,,708.0,0.0,,,atm,0.0,1.71,1.0,0
TXN0005645,310.37,16.0,desktop,0.0,0.0,1.0,groceries,credit,188.0,,1.0,3.6806,online,0.0,12.98,1.0,0
TXN0005646,12.08,7.0,desktop,0.0,0.0,,,credit,,0.0,1.0,-0.9809,pos,0.0,11.03,1.0,0
TXN0005647,158.57,21.0,desktop,0.0,0.0,1.0,groceries,credit,2921.0,,1.0,,atm,0.0,,1.0,0
TXN0005648,134.3,8.0,tablet,0.0,0.0,1.0,electronics,debit,57.0,,1.0,-0.4306,online,0.0,13.89,1.0,0
TXN0005649,57.52,20.0,,0.0,1.0,5.0,healthcare,virtual,826.0,0.0,1.0,,,0.0,16.1,1.0,0
TXN0005650,374.02,7.0,mobile,0.0,,1.0,electronics,credit,,0.0,1.0,-0.1431,online,0.0,,1.0,0
TXN0005651,461.34,18.0,mobile,0.0,0.0,2.0,,prepaid,,0.0,,4.1622,online,,,1.0,0
TXN0005652,,,mobile,0.0,0.0,,groceries,credit,310.0,0.0,1.0,7.2691,mobile_app,1.0,14.06,1.0,0
TXN0005653,248.88,14.0,tablet,0.0,0.0,2.0,gambling,debit,547.0,0.0,1.0,-0.4826,pos,0.0,17.73,1.0,0
TXN0005654,105.4,19.0,desktop,0.0,0.0,0.0,electronics,credit,1324.0,0.0,1.0,-0.8267,mobile_app,0.0,4.38,1.0,0
TXN0005655,40.6,3.0,mobile,,0.0,0.0,travel,credit,568.0,0.0,1.0,-0.7516,pos,1.0,29.87,1.0,0
TXN0005656,249.81,23.0,mobile,0.0,0.0,,groceries,debit,861.0,,1.0,,pos,0.0,8.5,,0
TXN0005657,,5.0,unknown,0.0,2.0,,crypto,credit,,,,,online,0.0,491.02,0.0,1
TXN0005658,143.96,21.0,mobile,0.0,0.0,0.0,retail,credit,472.0,0.0,1.0,4.0389,pos,0.0,9.69,1.0,0
TXN0005659,42.53,9.0,desktop,0.0,0.0,4.0,groceries,,74.0,0.0,1.0,,pos,0.0,10.68,1.0,0
TXN0005660,54.61,16.0,mobile,0.0,0.0,,retail,debit,129.0,0.0,1.0,-0.5833,pos,1.0,33.06,,0
TXN0005661,170.75,20.0,tablet,0.0,1.0,3.0,,,,,1.0,0.2065,online,1.0,,1.0,0
TXN0005662,26.81,22.0,tablet,0.0,0.0,,healthcare,credit,237.0,,1.0,-0.9561,pos,0.0,10.93,1.0,0
TXN0005663,166.65,7.0,,1.0,0.0,1.0,groceries,debit,,,1.0,-0.4107,online,0.0,,1.0,0
TXN0005664,35.55,11.0,mobile,,0.0,0.0,groceries,credit,775.0,0.0,1.0,-0.9401,online,0.0,15.64,1.0,0
TXN0005665,442.83,13.0,mobile,,0.0,2.0,retail,,1151.0,,1.0,0.3605,mobile_app,0.0,13.88,1.0,0
TXN0005666,34.85,,,0.0,0.0,0.0,gambling,debit,170.0,,1.0,,online,0.0,10.64,1.0,0
TXN0005667,13.75,16.0,mobile,0.0,0.0,0.0,entertainment,credit,1549.0,0.0,1.0,-0.9867,atm,0.0,15.06,1.0,0
TXN0005668,,13.0,desktop,0.0,0.0,0.0,entertainment,prepaid,76.0,0.0,1.0,-0.8389,online,1.0,11.61,1.0,0
TXN0005669,26.79,8.0,mobile,0.0,0.0,1.0,gambling,credit,54.0,0.0,1.0,-0.6159,pos,1.0,,1.0,0
TXN0005670,109.66,12.0,tablet,0.0,,1.0,entertainment,credit,772.0,,1.0,-0.5832,online,0.0,3.76,1.0,0
TXN0005671,77.03,11.0,,,0.0,2.0,travel,,1008.0,0.0,1.0,-0.3172,pos,1.0,74.69,1.0,0
TXN0005672,67.44,19.0,mobile,0.0,0.0,2.0,entertainment,debit,838.0,0.0,1.0,1.7149,pos,,,1.0,0
TXN0005673,210.51,16.0,desktop,0.0,0.0,3.0,retail,debit,571.0,0.0,1.0,2.1081,,0.0,1.14,1.0,0
TXN0005674,348.1,6.0,mobile,0.0,0.0,0.0,retail,credit,,,1.0,3.5961,mobile_app,1.0,81.88,1.0,0
TXN0005675,,6.0,,0.0,0.0,1.0,groceries,,1939.0,0.0,1.0,-0.511,pos,0.0,,,0
TXN0005676,529664.04,6.0,desktop,0.0,0.0,0.0,travel,virtual,2.0,,1.0,4025.9252,mobile_app,0.0,21.78,1.0,0
TXN0005677,136.04,,mobile,0.0,0.0,,electronics,credit,121.0,,1.0,1.3467,atm,1.0,25.64,1.0,0
TXN0005678,144.49,15.0,desktop,,0.0,1.0,electronics,credit,,0.0,,,atm,,2.78,1.0,0
TXN0005679,,7.0,,0.0,0.0,0.0,groceries,prepaid,907.0,0.0,1.0,-0.8215,pos,1.0,74.97,1.0,0
TXN0005680,61.57,15.0,desktop,0.0,0.0,0.0,groceries,debit,79.0,,1.0,-0.2838,online,1.0,47.93,1.0,0
TXN0005681,43.29,8.0,tablet,,0.0,2.0,travel,credit,626.0,0.0,1.0,-0.8123,pos,0.0,14.43,1.0,0
TXN0005682,365.87,18.0,mobile,0.0,1.0,1.0,gambling,debit,2036.0,0.0,1.0,-0.4883,mobile_app,0.0,41.06,,0
TXN0005683,156.98,17.0,desktop,0.0,,0.0,retail,prepaid,,0.0,1.0,,mobile_app,0.0,5.54,,0
TXN0005684,223.42,10.0,desktop,0.0,0.0,0.0,retail,credit,,0.0,1.0,1.6936,pos,0.0,,1.0,0
TXN0005685,,7.0,desktop,,0.0,,electronics,debit,966.0,,1.0,-0.9532,pos,1.0,,1.0,0
TXN0005686,22.13,14.0,mobile,0.0,,,groceries,credit,2253.0,,1.0,-0.7767,pos,0.0,,,0
TXN0005687,112.2,18.0,mobile,0.0,0.0,1.0,electronics,credit,,0.0,1.0,0.259,pos,0.0,70.28,1.0,0
TXN0005688,160.01,8.0,desktop,0.0,0.0,1.0,groceries,debit,,0.0,1.0,-0.7532,online,0.0,13.22,1.0,0
TXN0005689,331.22,13.0,desktop,0.0,0.0,,groceries,debit,,0.0,1.0,2.9006,atm,1.0,18.95,1.0,0
TXN0005690,,,tablet,1.0,4.0,10.0,,,,,0.0,1624.5121,online,,,,1
TXN0005691,475.46,7.0,desktop,0.0,0.0,0.0,healthcare,debit,,0.0,1.0,,mobile_app,0.0,,,0
TXN0005692,128.17,14.0,desktop,0.0,1.0,0.0,healthcare,credit,249.0,,1.0,,mobile_app,0.0,16.71,1.0,0
TXN0005693,742486.55,15.0,mobile,0.0,0.0,0.0,entertainment,debit,1442.0,0.0,1.0,,online,0.0,19.27,1.0,0
TXN0005694,18.73,12.0,desktop,0.0,0.0,,groceries,debit,829.0,0.0,1.0,-0.5708,online,0.0,2.19,1.0,0
TXN0005695,,11.0,tablet,0.0,,0.0,,prepaid,22.0,0.0,1.0,0.3982,pos,1.0,53.83,1.0,0
TXN0005696,152.07,15.0,desktop,0.0,0.0,1.0,healthcare,credit,,1.0,1.0,-0.6852,online,0.0,65.55,1.0,0
TXN0005697,29.16,14.0,desktop,0.0,1.0,1.0,entertainment,virtual,112.0,0.0,1.0,-0.5856,atm,1.0,11.69,1.0,0
TXN0005698,,7.0,tablet,0.0,0.0,1.0,electronics,,,,1.0,-0.7695,online,,55.77,1.0,0
TXN0005699,802989.06,13.0,mobile,0.0,0.0,0.0,groceries,,1336.0,0.0,,2727.1213,,0.0,9.26,1.0,0
TXN0005700,23.86,11.0,desktop,0.0,0.0,3.0,healthcare,virtual,94.0,0.0,,-0.3871,atm,1.0,1.31,1.0,0
TXN0005701,457.74,20.0,mobile,0.0,0.0,2.0,retail,debit,792.0,0.0,1.0,,pos,0.0,2.05,1.0,0
TXN0005702,18.63,19.0,desktop,0.0,0.0,0.0,retail,debit,380.0,0.0,0.0,-0.8564,online,1.0,7.35,1.0,0
TXN0005703,,18.0,,0.0,0.0,1.0,retail,prepaid,286.0,,1.0,-0.789,mobile_app,1.0,7.07,1.0,0
TXN0005704,165.28,18.0,mobile,0.0,0.0,1.0,groceries,debit,118.0,0.0,1.0,0.0962,pos,0.0,24.51,1.0,0
TXN0005705,169.15,18.0,tablet,,0.0,0.0,entertainment,credit,1095.0,0.0,1.0,-0.3426,online,1.0,,1.0,0
TXN0005706,10.28,10.0,mobile,0.0,,0.0,groceries,credit,82.0,0.0,1.0,-0.9224,atm,1.0,0.46,,0
TXN0005707,169.23,14.0,,0.0,0.0,0.0,groceries,credit,1433.0,1.0,1.0,6.7665,pos,0.0,4.24,,0
TXN0005708,57.73,15.0,tablet,0.0,,0.0,retail,credit,73.0,0.0,1.0,-0.5978,pos,1.0,74.94,1.0,0
TXN0005709,47.21,18.0,mobile,0.0,0.0,1.0,electronics,debit,,0.0,1.0,-0.1344,pos,0.0,,1.0,0
TXN0005710,736766.32,,tablet,0.0,,4.0,travel,credit,,0.0,1.0,2579.3459,pos,0.0,21.74,1.0,0
TXN0005711,100.82,11.0,mobile,0.0,,,retail,debit,55.0,,1.0,-0.7834,online,,,1.0,0
TXN0005712,350.51,,tablet,0.0,,0.0,groceries,credit,1294.0,0.0,,0.5359,atm,0.0,0.46,1.0,0
TXN0005713,96.54,7.0,unknown,0.0,0.0,,retail,debit,,,1.0,,pos,0.0,33.91,1.0,0
TXN0005714,73.4,8.0,desktop,0.0,0.0,2.0,retail,debit,12.0,0.0,1.0,-0.4277,,0.0,9.01,1.0,0
TXN0005715,30.05,6.0,desktop,0.0,0.0,1.0,travel,credit,,0.0,1.0,0.4365,pos,0.0,105.58,1.0,0
TXN0005716,68.27,0.0,mobile,0.0,0.0,1.0,travel,debit,225.0,0.0,1.0,,pos,0.0,,1.0,0
TXN0005717,17.08,,desktop,0.0,0.0,2.0,entertainment,prepaid,694.0,1.0,,-0.8985,pos,0.0,2.11,1.0,0
TXN0005718,256.78,10.0,desktop,,0.0,0.0,retail,credit,239.0,0.0,1.0,3.5595,pos,0.0,39.58,1.0,0
TXN0005719,822.03,23.0,,1.0,2.0,,entertainment,credit,,1.0,0.0,,,0.0,638.43,,1
TXN0005720,,18.0,,0.0,1.0,2.0,groceries,debit,1147.0,,1.0,-0.64,online,0.0,24.25,1.0,0
TXN0005721,278.2,18.0,mobile,0.0,0.0,1.0,retail,debit,414.0,0.0,1.0,0.9226,pos,,4.92,1.0,0
TXN0005722,406775.72,21.0,mobile,0.0,0.0,1.0,healthcare,credit,406.0,0.0,1.0,3090.7386,online,1.0,,1.0,0
TXN0005723,28.7,21.0,desktop,0.0,0.0,0.0,groceries,credit,,0.0,1.0,-0.7747,pos,1.0,2.29,1.0,0
TXN0005724,30.78,,desktop,0.0,0.0,0.0,groceries,debit,739.0,0.0,1.0,,online,0.0,9.6,,0
TXN0005725,109.05,21.0,tablet,0.0,0.0,1.0,groceries,credit,,,1.0,-0.2002,,,12.34,1.0,0
TXN0005726,226.89,18.0,mobile,0.0,0.0,1.0,groceries,credit,,1.0,1.0,-0.4201,online,0.0,10.56,1.0,0
TXN0005727,,,unknown,0.0,,,travel,virtual,33.0,,0.0,,online,1.0,189.04,0.0,1
TXN0005728,,19.0,desktop,,1.0,6.0,gambling,credit,8.0,2.0,0.0,6.0946,online,0.0,531.07,1.0,1
TXN0005729,795.07,,,0.0,1.0,9.0,travel,virtual,9.0,1.0,1.0,,online,,529.31,,1
TXN0005730,684706.08,11.0,mobile,0.0,0.0,4.0,healthcare,credit,,,1.0,3219.9758,online,,0.38,1.0,0
TXN0005731,145.72,19.0,desktop,,0.0,2.0,electronics,debit,1010.0,,1.0,4.2817,online,0.0,13.71,1.0,0
TXN0005732,43.79,11.0,mobile,0.0,0.0,3.0,,credit,,1.0,1.0,-0.6865,,0.0,12.11,1.0,0
TXN0005733,110.36,17.0,mobile,0.0,0.0,0.0,electronics,debit,343.0,0.0,1.0,,mobile_app,0.0,68.18,1.0,0
TXN0005734,,,,1.0,2.0,,gambling,prepaid,50.0,,0.0,15.8367,,1.0,280.11,,1
TXN0005735,80.84,17.0,tablet,0.0,1.0,0.0,,debit,530.0,0.0,1.0,2.216,online,1.0,28.27,1.0,0
TXN0005736,,14.0,desktop,0.0,0.0,1.0,retail,debit,,0.0,1.0,-0.3901,mobile_app,1.0,7.32,,0
TXN0005737,31.84,7.0,mobile,0.0,0.0,0.0,groceries,debit,1732.0,0.0,1.0,-0.6896,online,0.0,,1.0,0
TXN0005738,70.3,16.0,mobile,0.0,,0.0,healthcare,,300.0,0.0,1.0,-0.674,pos,0.0,6.76,1.0,0
TXN0005739,2025.01,23.0,tablet,1.0,2.0,,gambling,credit,3.0,1.0,0.0,31.6033,online,1.0,,0.0,1
TXN0005740,750765.39,3.0,desktop,0.0,0.0,,groceries,credit,1902.0,,1.0,233.5666,pos,1.0,7.3,1.0,0
TXN0005741,,9.0,tablet,0.0,,0.0,groceries,credit,,0.0,1.0,-0.7629,online,0.0,1.98,1.0,0
TXN0005742,84.32,11.0,mobile,0.0,0.0,,entertainment,credit,637.0,0.0,1.0,1.0795,pos,0.0,,,0
TXN0005743,,19.0,unknown,,2.0,9.0,crypto,credit,70.0,2.0,0.0,161.4113,pos,1.0,1041.24,,1
TXN0005744,43.79,6.0,mobile,0.0,0.0,,travel,credit,2183.0,0.0,1.0,-0.6758,pos,,11.12,,0
TXN0005745,33.35,11.0,,0.0,0.0,0.0,entertainment,virtual,,0.0,1.0,,pos,0.0,16.26,1.0,0
TXN0005746,534.26,14.0,mobile,0.0,,,gambling,prepaid,25.0,1.0,0.0,-0.6787,pos,0.0,20.73,,1
TXN0005747,,10.0,mobile,0.0,0.0,,,debit,822.0,,0.0,,online,1.0,3.5,1.0,0
TXN0005748,,10.0,mobile,0.0,0.0,1.0,retail,credit,22.0,0.0,1.0,3.0495,,,27.09,,0
TXN0005749,69.84,,mobile,0.0,0.0,,retail,debit,,,1.0,-0.8572,online,1.0,10.66,1.0,0
TXN0005750,62.46,18.0,mobile,0.0,0.0,0.0,retail,debit,,1.0,1.0,-0.7857,,0.0,3.57,1.0,0
TXN0005751,35.64,20.0,mobile,0.0,0.0,1.0,travel,prepaid,475.0,0.0,1.0,,pos,0.0,0.56,0.0,0
TXN0005752,32.45,10.0,desktop,0.0,0.0,,retail,debit,243.0,0.0,1.0,,pos,1.0,121.79,1.0,0
TXN0005753,11.8,13.0,mobile,0.0,0.0,0.0,electronics,debit,,0.0,,,online,0.0,14.3,1.0,0
TXN0005754,21.69,21.0,desktop,0.0,0.0,,retail,credit,1800.0,1.0,1.0,-0.9454,mobile_app,0.0,6.32,,0
TXN0005755,142.55,,desktop,0.0,0.0,,travel,virtual,387.0,0.0,1.0,,pos,0.0,5.75,,0
TXN0005756,35.92,11.0,mobile,0.0,1.0,2.0,entertainment,credit,1012.0,0.0,1.0,,atm,1.0,12.19,1.0,0
TXN0005757,197.63,15.0,mobile,0.0,1.0,2.0,travel,credit,183.0,0.0,1.0,3.3124,pos,0.0,82.47,1.0,0
TXN0005758,,7.0,mobile,,0.0,1.0,retail,debit,38.0,0.0,1.0,3787.1982,online,1.0,,1.0,0
TXN0005759,114.15,,mobile,0.0,0.0,1.0,,credit,,0.0,1.0,-0.5714,,1.0,,1.0,0
TXN0005760,102.25,21.0,desktop,0.0,0.0,,retail,credit,,,1.0,-0.8092,pos,0.0,3.36,1.0,0
TXN0005761,,18.0,tablet,0.0,1.0,0.0,,debit,,,1.0,-0.4865,mobile_app,0.0,39.58,1.0,0
TXN0005762,1088.18,13.0,desktop,1.0,0.0,11.0,retail,debit,6.0,3.0,1.0,9.3446,mobile_app,1.0,784.46,0.0,1
TXN0005763,36.91,5.0,desktop,0.0,0.0,,travel,,455.0,0.0,1.0,-0.9047,,1.0,70.77,1.0,0
TXN0005764,78.95,16.0,mobile,0.0,1.0,2.0,groceries,,272.0,,0.0,,online,1.0,15.93,1.0,0
TXN0005765,48.37,12.0,mobile,0.0,0.0,4.0,groceries,,,,1.0,,online,0.0,2.62,,0
TXN0005766,,11.0,desktop,0.0,0.0,0.0,healthcare,debit,547.0,0.0,1.0,,pos,0.0,5.28,1.0,0
TXN0005767,737.18,11.0,desktop,0.0,0.0,0.0,entertainment,credit,1356.0,0.0,1.0,16.2496,pos,0.0,2.13,1.0,0
TXN0005768,198.0,15.0,mobile,0.0,,2.0,retail,debit,412.0,0.0,1.0,-0.6105,online,0.0,5.25,1.0,0
TXN0005769,13.23,8.0,desktop,0.0,0.0,0.0,groceries,credit,594.0,0.0,1.0,-0.9522,pos,0.0,,1.0,0
TXN0005770,,13.0,mobile,0.0,0.0,2.0,travel,debit,,0.0,1.0,,pos,1.0,120.46,1.0,0
TXN0005771,47.71,6.0,,0.0,0.0,4.0,healthcare,credit,124.0,0.0,1.0,-0.6192,online,1.0,18.45,1.0,0
TXN0005772,248.0,11.0,desktop,0.0,0.0,3.0,travel,debit,1671.0,0.0,1.0,0.9431,atm,0.0,8.13,1.0,0
TXN0005773,28.88,9.0,desktop,0.0,0.0,1.0,,credit,1784.0,0.0,1.0,0.2639,online,1.0,,1.0,0
TXN0005774,127.7,11.0,unknown,0.0,0.0,0.0,,prepaid,1439.0,,1.0,0.4897,,0.0,22.49,1.0,0
TXN0005775,33.33,15.0,desktop,0.0,0.0,4.0,groceries,debit,96.0,,1.0,-0.9576,mobile_app,0.0,5.09,,0
TXN0005776,28.7,,desktop,,1.0,0.0,travel,debit,440.0,1.0,1.0,-0.8541,pos,1.0,8.86,,0
TXN0005777,100.35,4.0,mobile,0.0,0.0,0.0,crypto,credit,621.0,,1.0,-0.1696,pos,0.0,2.18,1.0,0
TXN0005778,33.19,11.0,mobile,,0.0,,,,112.0,0.0,,,mobile_app,0.0,7.68,1.0,0
TXN0005779,47.56,17.0,tablet,0.0,,0.0,groceries,credit,5.0,0.0,1.0,-0.1963,atm,,,1.0,0
TXN0005780,22.24,17.0,desktop,0.0,0.0,2.0,groceries,debit,233.0,0.0,1.0,,online,,6.81,1.0,0
TXN0005781,63.15,15.0,tablet,0.0,0.0,1.0,electronics,credit,661.0,0.0,1.0,-0.8274,online,0.0,,1.0,0
TXN0005782,77.18,14.0,desktop,0.0,1.0,4.0,groceries,prepaid,788.0,0.0,1.0,-0.8609,atm,0.0,11.47,1.0,0
TXN0005783,87.08,9.0,mobile,0.0,0.0,2.0,retail,credit,351.0,0.0,1.0,-0.6101,atm,0.0,4.83,1.0,0
TXN0005784,267.3,18.0,mobile,,0.0,2.0,healthcare,debit,310.0,0.0,1.0,1.3176,online,1.0,,1.0,0
TXN0005785,18.69,17.0,desktop,1.0,,,travel,virtual,2298.0,0.0,1.0,-0.7813,atm,0.0,6.32,,0
TXN0005786,18.48,,desktop,0.0,0.0,,groceries,debit,794.0,0.0,1.0,-0.9358,mobile_app,0.0,6.4,1.0,0
TXN0005787,134.64,12.0,mobile,0.0,,,groceries,,842.0,0.0,1.0,,online,0.0,,1.0,0
TXN0005788,,9.0,desktop,0.0,0.0,,retail,prepaid,336.0,,1.0,3348.3974,atm,0.0,,1.0,0
TXN0005789,,8.0,desktop,0.0,0.0,,,virtual,338.0,1.0,0.0,0.9681,,0.0,71.27,,0
TXN0005790,83.75,17.0,mobile,0.0,0.0,,retail,debit,2197.0,0.0,1.0,,pos,0.0,1.98,1.0,0
TXN0005791,224.73,22.0,mobile,0.0,0.0,0.0,travel,prepaid,386.0,0.0,1.0,-0.4238,online,0.0,,1.0,0
TXN0005792,,,mobile,0.0,0.0,3.0,groceries,credit,461.0,0.0,1.0,2.3223,mobile_app,0.0,,1.0,0
TXN0005793,284499.25,11.0,desktop,0.0,0.0,1.0,retail,prepaid,515.0,0.0,,857.5122,online,0.0,3.81,1.0,0
TXN0005794,247.91,6.0,mobile,0.0,0.0,0.0,groceries,prepaid,290.0,,1.0,,atm,0.0,17.63,1.0,0
TXN0005795,1153.69,16.0,,1.0,3.0,,crypto,virtual,,,1.0,6.724,mobile_app,1.0,,1.0,1
TXN0005796,34.63,17.0,desktop,,0.0,2.0,healthcare,credit,39.0,1.0,1.0,,online,0.0,27.91,1.0,0
TXN0005797,25.25,7.0,,0.0,0.0,2.0,retail,credit,354.0,0.0,1.0,-0.8153,pos,1.0,8.29,1.0,0
TXN0005798,188.16,13.0,tablet,0.0,0.0,,groceries,credit,470.0,1.0,1.0,0.8265,pos,0.0,,1.0,0
TXN0005799,130.45,16.0,mobile,0.0,,1.0,travel,credit,286.0,0.0,1.0,-0.6686,pos,0.0,32.9,1.0,0
TXN0005800,,6.0,desktop,0.0,,1.0,travel,credit,,0.0,1.0,-0.4343,online,0.0,15.17,1.0,0
TXN0005801,,17.0,,0.0,0.0,0.0,retail,virtual,744.0,1.0,1.0,,pos,0.0,0.19,1.0,0
TXN0005802,429.27,11.0,tablet,0.0,0.0,,travel,credit,168.0,0.0,1.0,0.4875,pos,0.0,,,0
TXN0005803,,,desktop,0.0,0.0,0.0,entertainment,credit,,1.0,1.0,0.2148,pos,0.0,2.09,1.0,0
TXN0005804,410.67,11.0,mobile,0.0,0.0,3.0,groceries,prepaid,,0.0,1.0,2.2737,,0.0,44.73,1.0,0
TXN0005805,257.13,7.0,mobile,0.0,0.0,4.0,retail,,34.0,0.0,,-0.4801,pos,1.0,,1.0,0
TXN0005806,,13.0,,0.0,,1.0,groceries,credit,,0.0,1.0,,online,0.0,15.71,,0
TXN0005807,,17.0,mobile,0.0,0.0,1.0,healthcare,prepaid,,0.0,1.0,-0.2517,atm,0.0,4.78,,0
TXN0005808,199.18,10.0,mobile,,0.0,0.0,travel,debit,832.0,0.0,1.0,-0.1507,pos,0.0,11.2,1.0,0
TXN0005809,129.88,22.0,tablet,1.0,0.0,,electronics,credit,32.0,0.0,1.0,-0.0851,online,1.0,9.03,1.0,0
TXN0005810,,,mobile,0.0,1.0,1.0,travel,credit,356.0,,1.0,-0.48,online,,0.74,,0
TXN0005811,158.78,9.0,mobile,0.0,0.0,0.0,travel,debit,691.0,0.0,1.0,-0.0593,mobile_app,0.0,6.85,,0
TXN0005812,15.29,12.0,mobile,0.0,0.0,1.0,groceries,debit,101.0,0.0,1.0,-0.9594,pos,0.0,18.76,,0
TXN0005813,210.67,13.0,mobile,,0.0,1.0,retail,debit,728.0,1.0,1.0,-0.8392,pos,1.0,,1.0,0
TXN0005814,273.17,7.0,mobile,0.0,0.0,2.0,retail,credit,391.0,0.0,1.0,6.7994,online,1.0,13.36,1.0,0
TXN0005815,,4.0,mobile,0.0,0.0,4.0,electronics,credit,1616.0,0.0,1.0,0.2918,pos,0.0,13.09,,0
TXN0005816,73.96,18.0,mobile,0.0,0.0,1.0,groceries,credit,1437.0,0.0,1.0,,online,0.0,,1.0,0
TXN0005817,131.8,10.0,mobile,,0.0,2.0,retail,credit,1288.0,0.0,1.0,,pos,0.0,,1.0,0
TXN0005818,,10.0,desktop,1.0,0.0,,retail,credit,1057.0,0.0,1.0,-0.1923,online,0.0,,1.0,0
TXN0005819,10.0,18.0,mobile,0.0,0.0,1.0,electronics,credit,71.0,0.0,1.0,-0.926,online,0.0,7.82,1.0,0
TXN0005820,26.91,10.0,mobile,0.0,0.0,2.0,healthcare,debit,839.0,0.0,1.0,-0.085,pos,0.0,25.22,,0
TXN0005821,14.49,9.0,mobile,0.0,1.0,,groceries,credit,,,1.0,-0.9687,online,0.0,11.21,1.0,0
TXN0005822,,8.0,mobile,0.0,0.0,0.0,,credit,1233.0,,1.0,-0.4614,atm,,11.73,1.0,0
TXN0005823,,14.0,mobile,1.0,2.0,10.0,electronics,credit,12.0,,,,online,0.0,699.15,,1
TXN0005824,39.28,11.0,,0.0,0.0,2.0,retail,debit,1886.0,0.0,1.0,-0.7314,pos,1.0,,,0
TXN0005825,127.0,,mobile,0.0,0.0,0.0,retail,,2236.0,0.0,1.0,0.2526,online,0.0,7.69,1.0,0
TXN0005826,61.49,16.0,mobile,,0.0,,groceries,debit,393.0,0.0,1.0,,pos,0.0,32.48,,0
TXN0005827,40.63,,mobile,0.0,0.0,0.0,retail,prepaid,,0.0,1.0,-0.8463,atm,,19.74,1.0,0
TXN0005828,62.7,11.0,desktop,0.0,0.0,1.0,entertainment,debit,996.0,1.0,,,atm,0.0,17.69,1.0,0
TXN0005829,,15.0,desktop,,0.0,2.0,travel,prepaid,737.0,,,,pos,,29.08,1.0,0
TXN0005830,62.6,18.0,desktop,1.0,0.0,1.0,healthcare,prepaid,,,1.0,-0.2189,pos,0.0,9.2,1.0,0
TXN0005831,130.39,18.0,desktop,0.0,0.0,3.0,healthcare,credit,,0.0,1.0,,online,0.0,2.1,,0
TXN0005832,,14.0,mobile,0.0,0.0,1.0,retail,debit,531.0,0.0,1.0,2.1604,mobile_app,0.0,40.21,1.0,0
TXN0005833,9.49,,mobile,0.0,0.0,1.0,retail,credit,1617.0,0.0,1.0,-0.94,mobile_app,0.0,16.75,1.0,0
TXN0005834,178.96,10.0,desktop,0.0,0.0,,healthcare,credit,971.0,1.0,1.0,1.9585,online,0.0,16.5,1.0,0
TXN0005835,,18.0,desktop,0.0,0.0,,travel,debit,,0.0,1.0,-0.9895,online,1.0,2.14,1.0,0
TXN0005836,100.52,8.0,desktop,0.0,0.0,2.0,entertainment,credit,813.0,0.0,1.0,-0.5539,online,1.0,1.44,1.0,0
TXN0005837,42.53,21.0,mobile,0.0,0.0,0.0,electronics,debit,18.0,0.0,,-0.5715,,1.0,,1.0,0
TXN0005838,270.24,10.0,tablet,0.0,0.0,1.0,electronics,debit,,0.0,1.0,,pos,0.0,,1.0,0
TXN0005839,305.21,11.0,,0.0,0.0,1.0,,debit,690.0,0.0,1.0,2.6818,online,1.0,9.66,1.0,0
TXN0005840,,15.0,mobile,0.0,,1.0,groceries,credit,578.0,0.0,1.0,-0.4487,pos,1.0,22.88,1.0,0
TXN0005841,43.21,18.0,,1.0,0.0,0.0,retail,credit,617.0,0.0,1.0,-0.683,pos,0.0,0.13,,0
